Period,Company Name,company contact,company email,company phone,Address,City,State,Postcode,Industry,Industry descr,Company Type,Current fulltime,Job created,Job retain,Effective Date,Total Savings,Savings from beginning receiving benefits,Gas Savings,Cogen savings,Electric Savings,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
FY2020,"IDL Communications and Electric, Inc",Eva Rose Cupit,ecupit@idlelectric.com,7184429099,"850 Third Ave, #408",Brooklyn,NY,11232,Commercial,Electrical Contractors,ECSP,89,,,02/12/2020,212.59,212.59,,,,BROOKLYN,40.658518,-74.003327,307,38,3009889,3006710001,1802,BK0702
FY2020,IEH CORPORATION,ROBERT KNOTH,bob@iehcorp.com,7184929673,140 58TH STR. BLD.B UNIT 8E&8F,Brooklyn,NY,11220,Manufacturing,MGF ELECTRIC COMPONENTS,ECSP,117,,,07/03/2013,"20,200.94","176,751.82",,,,,,,,,,,,
FY2020,"Ikea Holding U.S., Inc.",James Pomponi,elizabeth.gabor @ikea.com,6464717801,586 Gulf Avenue,Staten Island,NY,10314,Wholesale/Warehouse/Distribution,fulfillment center,ECSP,475,,,02/07/2020,"18,261.02","18,261.02",,,,STATEN IS,40.61587,-74.179127,502,50,5166782,5017600001,29102,SI0204
FY2020,"Inner Gaze Furniture Designs, Inc.",Celia de Campo,celia@innergaze.com,7183848276,148 Hinsdale Street,Brooklyn,NY,11207,Manufacturing,"furniture and cabinet woodworking, millwork, doors",ECSP,5,,,04/22/2019,"6,934.12","12,155.93",,,,BROOKLYN,40.671779,-73.900666,305,37,3326823,3037150025,1144,BK0502
FY2020,Insek Design,Ashira Israel,ashira@insekdesign.com,3473518915,1102 Atlantic Avenue,Brooklyn,NY,11238,Manufacturing,"Cast concrete, wood and metal furniture",ECSP,1,,,10/21/2016,525.84,"2,118.09",,,,BROOKLYN,40.679518,-73.956819,308,35,3027572,3011260029,305,BK0802
FY2020,Iron Mountain,Dan Anninos,therman@ArtexFAS.com,617-535-28,33-20 48 Ave,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Storage of fine arts and fine arts services.,ECSP,42,,,08/06/2014,"40,327.91","269,728.98",,,,QUEENS,40.740775,-73.932182,402,26,4003456,4002550023,19901,QN0202
FY2020,J & B Realty LLC,Harold Roseberg,haroldr@galwein.com,7187845210,11-20 43rd Rd,Queens,NY,11101,Wholesale/Warehouse/Distribution,Warehouse and distribute wire cable communication products,ECSP,30,,,11/02/2017,"5,894.9","18,520.03",,,,QUEENS,40.750848,-73.948587,402,26,4005214,4004450001,1903,QN0201
FY2020,"J & J Johnson General Contracting Co., Inc.",Joe Galea,joe@jandjjohnson.com,7183923033,42-26 13th Street,Queens,NY,11101,Manufacturing,Furniture and wooden cabinets,ECSP,31,,,02/07/2012,"8,460.17","70,460.82",,,,QUEENS,40.751745,-73.9458,402,26,4005277,4004580090,1903,QN0201
FY2020,"J&S LICATA BROTHERS, INC",Joseph Licata,bakerboy@optonline.net,7188056924,89-31 129TH STREET,Queens,NY,11418,Commercial,WHOLESALE BAKERY,ECSP,20,,,04/26/2011,"20,444.66","196,003.75",,,,QUEENS,40.699206,-73.821995,409,29,4196791,4093550036,14202,QN0902
FY2020,"J. Crew Group, Inc.",Robert Chichester,robert.chichester@jcrew.com,2122095692,30-30 47fth Avenue,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Specialty distributor,ECSP,143,,,02/07/2017,"18,083.54","92,620.5",,,,,,,,,,,,
FY2020,Jacques Torres Manufacturing LLC,Jacques  Torres,jacques@mrchocolate.com,2124142462,140 58th Street,Brooklyn,NY,11220,Manufacturing,chocolates and bakery products,ECSP,23,,,07/03/2013,"2,835.81","38,779.91",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2020,"JAMES CARPENTER DESIGN ASSOC., INC.",DIANE CHILLOG,james.carpenter@aol.com,2124314318,145 HUDSON ST. 4th Floor,NEW YORK,NY,10013,Manufacturing,Architectural glass design,ECSP,14,,,12/03/2007,255.99,"16,400.06",,,,MANHATTAN,40.721073,-74.008398,101,1,1002803,1002147502,39,MN0102
FY2020,"JANUS MANAGEMENT, INC.",Ben Weissbourd,ben@janusproperty.com,2129322388,1361 AMSTERDAM AVENUE,New York,NY,10027,Other,LANDLORD,ECSP,2,,4,01/09/2009,"1,552.31","29,542.71",,,,MANHATTAN,40.814216,-73.95564,109,7,1081781,1019670040,21303,MN0902
FY2020,Japanese Food Depot LLC,Yin Guan Chen,JFDUSA8@yahoo.com,7184454010,31-45 Downing Street,Flushing,NY,11354,Wholesale/Warehouse/Distribution,fresh and frozen seafood,ECSP,15,,,05/03/2016,"27,641.79","132,925.21",,,,QUEENS,40.767332,-73.835629,407,20,4100767,4044060009,869,QN0707
FY2020,JDB Market Corp.,John Burdo,marian@johnsnyc.com,7184828422,25-34 50th Avenue,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Grocery Stores & Supermarkets Industry,ECSP,16,,,04/06/2012,"12,693.31","69,426.14",,,,QUEENS,40.740811,-73.944214,402,26,4000767,4001100038,104,QN0201
FY2020,"JetBlue Airways, Corp.",Dave Barger,Dave.Barger.@Jetblue.com,718-286-79,27-01 Bridge Plaza North,Long Island City,NY,11101,Other,Back Office,ECSP,"3,878",,,12/04/2013,"759,480.44","5,502,522.03",,,,QUEENS,40.750561,-73.939315,401,26,4005016,4004160010,3301,QN0105
FY2020,"JetBlue Airways, Corp.",Dave Barger,Dave.Barger.@Jetblue.com,718-286-79,27-01 Bridge Plaza North,Long Island City,NY,11101,Other,Back Office,ECSP,880,,,06/04/2013,"57,634.59","592,457.59",,,,QUEENS,40.750561,-73.939315,401,26,4005016,4004160010,3301,QN0105
FY2020,Jetro Cash & Carry Enterprises LLC,RICHARD KIRSCHNER,rkirschner@jetrord.com,7187628700,17-10 Whitestone Expressway,Queens,NY,11357,Wholesale/Warehouse/Distribution,WHSL PROVIDER OF FOOD,ECSP,240,,,06/04/2012,"75,663.46","911,749.29",,,,QUEENS,40.783774,-73.825152,407,19,4617602,4041480078,945,QN0701
FY2020,"Jewels For Me, Inc.",Thomas Izsak,tomifm@gmail.com,7183617527,162 44th Street,Brooklyn,NY,11232,Manufacturing,jewelry,ECSP,10,,,11/14/2016,"1,811.56","8,825.18",,,,BROOKLYN,40.652989,-74.014333,307,38,3322615,3007350070,1803,BK0702
FY2020,Johnson Ingraham Associates,James Vitto,mindhandcoinc@verizon.net,2126294028,1663 Cody Avenue,Ridgewood,NY,11385,Manufacturing,"Wood cabinets, furnitures",ECSP,15,,,10/15/2008,"1,702.52","55,158.78",,,,QUEENS,40.695117,-73.899705,405,34,4437824,4035560061,559,QN0502
FY2020,Josiah McElheny Studio,Mark Shortliffe,Markshortliffe@gmail.com,7188550154,"1102 Atlantic Avenue, Unit 2F",Brooklyn,NY,11238,Manufacturing,"Art and sculptor,",ECSP,3,,,10/20/2016,"7,276.72","25,095.25",,,,BROOKLYN,40.679518,-73.956819,308,35,3027572,3011260029,305,BK0802
FY2020,JPR Mechanical Inc.,Timothy  Schmidt,tschmidt@jprmechanical.com,9143813232,441 East 164th Street,Bronx,NY,10456,Manufacturing,"sheet metal fabrication, pipe fitting, hvac installation & svc",ECSP,26,,,07/24/2017,"3,131.51","20,267.44",,,,BRONX,40.826141,-73.910835,203,16,2117413,2023860164,18501,BX0301
FY2020,JUST BAGELS/ NORDQUIST ENTERPRISES,Charles Contreras,charlii@justbagels.com,7183289700,527 CASANOVA STREET,Bronx,NY,10474,Manufacturing,MGF BAGELS & RELATED PRDT,ECSP,65,,,01/05/2009,"13,038.55","432,328.84",,,,BRONX,40.810408,-73.889254,202,17,2006785,2027680159,9301,BX0201
FY2020,K Line Logistics (USA) Inc,Joseph Carni,joseph-c@us.klinelogistics.com,7188073200,"145-68 228th Street, Unit 2",Queens,NY,11413,Wholesale/Warehouse/Distribution,Freight forwarding and warehousing,ECSP,33,,,08/14/2014,"4,463.18","27,996.51",,,,QUEENS,40.660713,-73.752361,413,31,4612085,4134750016,690,QN1306
FY2020,K M S CONTRACTING INC dba Sure Iron Works,Mark Gandman,everon@sureiron.com,7184956500,2413 ATLANTIC AVENUE,Brooklyn,NY,11233,Manufacturing,Mfg structural steel,ECSP,12,,,01/22/2008,"1,203.13","82,734.08",,,,BROOKLYN,40.676026,-73.904993,316,37,3042803,3015740032,367,BK1601
FY2020,"K. K. Machine Company, Inc.",Karel Hajek,kkmachine@usa.com,7184461556,69-34 51st  Avenue,Queens,NY,11377,Manufacturing,Mfg landing gear,ECSP,12,,,07/21/2011,"18,360.97","156,382.27",,,,QUEENS,40.735419,-73.894885,402,26,4056501,4024570010,489,QN0203
FY2020,Karr Graphics Corp.,Lawrence Karr,Lkarr@karrgraphics.com,2126456000,22-19 41st Avenue,Long Island City,NY,11101,Commercial,Commercial Printer,ECSP,18,,,07/02/2008,"1,609","78,489",,,,QUEENS,40.753348,-73.941179,401,26,4004951,4004090001,3302,QN0105
FY2020,KAS PRODUCTION CENTER LLC,Hal G. Rosenbluth,,7187299288,34-37 36TH STREET,Queens,NY,11106,Manufacturing,Film & Television,ECSP,29,,,06/04/2010,"16,014.94","267,681.24",,,,QUEENS,40.757169,-73.923756,401,26,4538647,4006440045,57,QN0103
FY2020,"Katiroll Company LLC, The",Payal Saha,renuka@thekatirollcompany.com,2127306740,620-630 Gerard Place,Bronx,NY,10018,Manufacturing,Indian street food,ECSP,9,,,09/14/2016,"11,147.88","39,759",,,,,,,,,,,,
FY2020,KAUFMAN Astoria Studios,Tracy Capune,tracy@kaufmanastoria.com,7183925600,34-12 36TH STREET,New York,NY,11101,Commercial,MFG. (COMMUNICATIONS),ECSP,40,,,06/04/2020,544.49,"24,231.64",,,,QUEENS,40.757444,-73.92356,401,26,4009635,4006430001,57,QN0103
FY2020,"KEPCO, INC.",MARTIN KUPFERBERG,,7184617000,131-10 & 131-40 MAPLE AVENUE,Queens,NY,11352,Manufacturing,MFG. ELECTRONIC EQUIPMENT,ECSP,41,,,01/31/2008,"1,736.57","117,077.08",,,,,,,,,,,,
FY2020,"KEPCO, INC.",MARTIN KUPFERBERG,,7184617000,131-10 & 131-40 MAPLE AVENUE,Queens,NY,11352,Manufacturing,MFG. ELECTRONIC EQUIPMENT,ECSP,86,,,01/31/2008,"5,799.57","283,913.77",,,,,,,,,,,,
FY2020,"Kickstarter, PBC",Perry  Chen,Finance@kickstarter.com,3478154501,58 Kent St,Brooklyn,NY,11222,Commercial,Internet fundraising,ECSP,123,,,12/01/2017,"16,592.79","44,767.49",,,,BROOKLYN,40.730473,-73.958839,301,33,3337019,3025570007,565,BK0101
FY2020,Kingsland 359 LLC,Gina Argento,ebond203@aol.com,7183499093,270-294 Monitor Street/359-381 Kingsland Avenue,Brooklyn,NY,11222,Manufacturing,Film studio and production,ECSP,5,,,07/02/2015,"67,667.81","274,757.59",,,,,,,,,,,,
FY2020,"Kintetsu World Express (U.S.A.), Inc.",Thomas Smith,tom.smith@am.kwe.com,5168062504,"145-68 228th Street, Unit 1",Queens,NY,11413,Wholesale/Warehouse/Distribution,Freight forwarding and warehousing,ECSP,32,,,07/17/2015,"11,402.18","53,464.9",,,,QUEENS,40.660713,-73.752361,413,31,4612085,4134750016,690,QN1306
FY2020,Kleins Naturals Ltd.,Robert Morel,cityonere@aol.com,7183490050,4702 Second Ave,Brooklyn,NY,11232,Manufacturing,Mfg. of Nuts,ECSP,45,,,11/13/2009,"40,015.98","497,701.54",,,,BROOKLYN,40.650686,-74.015287,307,38,3250698,3007620035,1803,BK0702
FY2020,KONG KEE REALTY CORP,KENT KONG,BG20744@hotmail.com,7189372746,32-15 HUNTERS POINT AVENUE,LONG ISLAND CITY,NY,11101,Manufacturing,"Toufu, soy beans and rice products.",ECSP,32,,,01/07/2008,"6,615.25","599,205.25",,,,QUEENS,40.739456,-73.934086,402,26,4003468,4002590001,19901,QN0202
FY2020,"Kopelevich & Feldsherova, PC",Mikhail Kopelevich,mkopelevich@kflawny.com,7183320577,241 37th St. Suite B439,Brooklyn,NY,11237,Commercial,Back Office,ECSP,10,,,12/03/2019,639.53,"1,190.21",,,,BROOKLYN,40.6558,-74.008408,307,38,3336906,3006950001,2,BK0702
FY2020,"Krasnyi Oktybar, Inc.",Semyow Kutsura,gvgendel@gmail.com,7188586720,60 20th Street,Brooklyn,NY,11232,Wholesale/Warehouse/Distribution,Commercial Imports and distributor of Ethnic foods from Eastern Europe,ECSP,17,,,04/12/2018,"11,774.89","31,301.35",,,,BROOKLYN,40.665171,-73.998144,307,38,3336798,3006350010,1801,BK0702
FY2020,"KRINOS FOODS, INC.",Eric Moscahlaids,ericm@Krinos.com,7186876262,1734 Bathgate Ave.,Bronx,NY,10457,Manufacturing,MFG. CANNED GOODS,ECSP,86,,,07/29/2016,"48,124.58","223,927.03",,,,BRONX,40.842915,-73.899225,203,15,2128552,2029220002,165,BX0302
FY2020,LaFarge North America,William J. Kastin,bill.kastin@lafarge-na.com,7184999205,75 25th Street,Brooklyn,NY,11232,Wholesale/Warehouse/Distribution,Portland and slag cement,ECSP,5,,,07/12/2007,300.1,"186,533.54",,,,BROOKLYN,40.662023,-74.000588,307,38,3414710,3006440109,1801,BK0702
FY2020,"Lafayette 148, Inc",Thomas Hoi,tom.hoi@lafayette148.com,6467087000,"141 Flushing Ave, Bldg 77, 14th Fl",Brooklyn,NY,11205,Wholesale/Warehouse/Distribution,Mfg & distribute women''s apparel and accessories,ECSP,300,,,01/14/2019,"64,379.58","99,681.5",,,,BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2020,LAFAYETTE GRINDING CORP.,GOPAL SHARMA,info@lafgrind.com,7183885973,54-56 DOBBIN STREET,Brooklyn,NY,11222,Wholesale/Warehouse/Distribution,WHSE METAL GROUND PLATES,ECSP,13,,,01/05/2009,"1,422.89","136,633.47",,,,BROOKLYN,40.723859,-73.953835,301,33,3065963,3026430050,569,BK0101
FY2020,LEE SPRINGS COMPANY,Susan Fermisco,sfermisco@leespring.com,7183625185,140 58th St. 3C,Brooklyn,NY,11220,Manufacturing,MGF OF METAL SPRING,ECSP,168,,,09/03/2014,"5,607.59","101,143.89",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2020,"Leemor Lilly, LLC",Eitan  Chandally,chandally@aol.com,2127777777,43-31 35th Street,Queens,NY,11101,Commercial,Limousine call center,ECSP,125,,,01/07/2009,"1,134.13","14,618.91",,,,QUEENS,40.745615,-73.929583,402,26,4003159,4002220015,17902,QN0202
FY2020,"Lida Collection, Inc.",Jeff Xia,Lidausa88@gmail.com,3406446608,58-86 Grand Avenue,Maspeth,NY,11378,Wholesale/Warehouse/Distribution,Warehouse/wholesale Importer of women clothing,ECSP,3,,,10/15/2015,301.71,"2,179.54",,,,QUEENS,40.720275,-73.908942,405,30,4540084,4026810044,525,QN0501
FY2020,"Liquid 8 Technology, Inc.",Richard Greene,rgreene@liquid8technology.net,2126792524,"140 58thStreet, Box 188",Brooklyn,NY,11220,Commercial,Secure data destruction services to old computers,ECSP,40,,,06/04/2015,"9,764.11","62,685.23",,,,,,,,,,,,
FY2020,"ROYAL DEVELOPMENT, INC.",BILL FURLEITER,royalbaltic@gmail.com,7183858300,"723 BRISTOL ST.,",Brooklyn,NY,11236,Manufacturing,MANUFACTURER,ECSP,27,,54,05/18/2007,"-109,910.06","103,862.35",,,,BROOKLYN,40.653192,-73.908432,316,42,3083057,3036420001,922,BK1602
FY2020,"Liquid Knits, Inc.",Jeffrey Schechter,jeff@horizonmills.net,6466741185,32-00 Skillman Avenue,Long Island City,NY,11101,Manufacturing,Manufacturer of women outter wear,ECSP,15,,,02/07/2012,"3,802.86","98,717.83",,,,QUEENS,40.746311,-73.933112,402,26,4003434,4002450009,17902,QN0202
FY2020,Livestream LLC,Catherine Rivera,catherine.rivera@livestream.com,6464959707,195 Morgan Avenue/361 Stagg Street,Brooklyn,NY,11237,Manufacturing,Video streaming service for live videos,ECSP,72,,,11/03/2014,"3,299.4","49,946.47",,,,,,,,,,,,
FY2020,Lobonav Corp,Ron Wolf,ron@proaudiostar.com,7185221071,217 Russell St./225 Russell St./758-762 Humboldt,Brooklym,NY,11222,Wholesale/Warehouse/Distribution,"new musical instruments, sheet music, and related supplies",ECSP,22,,,07/02/2013,"4,897.37","35,985.56",,,,,,,,,,,,
FY2020,"Long Island Concrete, Inc.",J Weiss,jweiss@longislandconcrete.net,7187844606,215-10 Hempstead Avenue,Queens,NY,11429,Manufacturing,Concrete rebar,ECSP,176,,,01/12/2017,"4,480.13","16,583.36",,,,QUEENS,40.715576,-73.74373,413,27,4238780,4110830079,540,QN1303
FY2020,M & R CPA's LLP,Frank Musacchio,frank@mandrcpas.com,9293378740,241 37th St. Suite A304,Brooklyn,NY,11232,Other,"full-service accounting firm specialize in the retail, wholesale, real estate,",ECSP,8,,,02/03/2020,"1,371.57","2,852.54",,,,BROOKLYN,40.6558,-74.008408,307,38,3336906,3006950001,2,BK0702
FY2020,"M. SLAVIN & SONS, LTD.",MICHAEL JACOBS,,2122334522,800 FOOD CENTER DRIVE,Bronx,NY,10474,Wholesale/Warehouse/Distribution,DIST. VARIOUS SEAFOODS,ECSP,159,,,06/03/2008,"2,235.37","201,545.35",,,,BRONX,40.805255,-73.876414,202,17,2088215,2027800073,9302,BX0201
FY2020,"Mack Glassnauth Iron Works, Inc.",Rameshwar S. Asu,mackglassnauth@aol.com,7183851234,137 Liberty Avenue,Brooklyn,NY,11212,Manufacturing,Iron fences,ECSP,4,,,12/20/2010,"1,136.18","14,916.32",,,,BROOKLYN,40.673119,-73.90521,316,37,3394977,3036770045,908,BK1602
FY2020,"MADAME PAULETTE, LIC, LLC",ROB MOREL,jm@madamepaulette.com,7183490050,42-20 12TH STREET,Long Island City,NY,11101,Commercial,CLEANERS,ECSP,50,,,03/10/2009,"5,889.5","204,506.64",,,,QUEENS,40.752423,-73.946326,402,26,4005289,4004590064,1903,QN0201
FY2020,"MADELAINE CHOCOLATE NOVELTIES, INC.",Norman Gold,ngold@madelainechocolate.com,7189451500,95-15 BEACH CHANNEL DR.,Far Rockaway,NY,11693,Manufacturing,MFG. CHOCOLATE NOVELTY,ECSP,25,,,04/15/2008,483.61,"9,142.26",,,,QUEENS,40.587505,-73.819095,414,32,4303676,4161510036,94201,QN1402
FY2020,"Magellan Aerospace New York, Inc",Gregory Schmidt,gregory.schmidt@magellan.aero,7186994000,97-11 50th Ave,Queens,NY,11368,Manufacturing,"Mfg aerospace landing gear, assemblies and parts",ECSP,150,,,06/29/2017,"3,561.17","21,923.01",,,,QUEENS,40.742133,-73.865661,404,21,4440227,4018800007,411,QN0402
FY2020,"Magellan Aerospace New York, Inc",Gregory Schmidt,gregory.schmidt@magellan.aero,7186994000,97-11 50th Ave,Queens,NY,11368,Manufacturing,"Mfg aerospace landing gear, assemblies and parts",ECSP,58,,23,06/30/2005,"40,896.53","684,838.68",,,,QUEENS,40.742133,-73.865661,404,21,4440227,4018800007,411,QN0402
FY2020,Marathon Energy Corp,Jerry Drenis,jerry@mecny.com,7184352200,62-01 34th Avenue,Woodside,NY,11377,Wholesale/Warehouse/Distribution,"Building Management, a commercial real estate",ECSP,63,,,08/07/2017,"7,677.64","16,425.98",,,,QUEENS,40.752183,-73.899803,402,25,4027110,4011850040,293,QN0203
FY2020,"Maribel's Sweets, Inc.",Maribel Liberman,info@mariebelle.com,2122299906,44 Dobbin Street,Brooklyn,NY,11222,Manufacturing,Chocolate and candies,ECSP,23,,,07/02/2009,"4,248.34","87,011.98",,,,BROOKLYN,40.723636,-73.953709,301,33,3065961,3026430045,569,BK0101
FY2020,Maric Mechanical Inc.,Linda  Zahn,lzahn@maricmechanical.com,7187214690,19-53 46th Street,Astoria,NY,11105,Manufacturing,"specializes in heating, air conditioning, ventilation, and plumbing.",ECSP,46,,,07/10/2015,"10,067.77","42,054.83",,,,QUEENS,40.774784,-73.896996,401,22,4014852,4007740010,12301,QN0101
FY2020,Marina Ice Cream Corp.,Michael Barone,sestino@marinaicecream.com,7182523528,1195 McDonald Avenue,Brooklyn,NY,11230,Wholesale/Warehouse/Distribution,provides wholesale distribution of dairy products,ECSP,94,,,03/11/2019,"24,833.85","51,571.55",,,,BROOKLYN,40.624271,-73.975911,312,44,3329132,3065140062,46202,BK1204
FY2020,"MARJAM SUPPLY CO., INC.",Bruce Respler,brespler@marjam.com,6312494900,20 Rewe Street,Brooklyn,NY,11211,Manufacturing,Wholesale distributor of building supply products,ECSP,164,,,02/06/2008,"1,182.37","80,222.75",,,,BROOKLYN,40.716288,-73.93119,301,34,3070500,3029270300,44902,BK0104
FY2020,Matros Automated Electrical Const.,Stuart Moskowitz,darin@matros.com,7184821000,5-33 50th Avenue,Long Island City,NY,11101,Commercial,"fully licensed and insured electrical contractor specializing in maintenance, ...",ECSP,51,,,01/06/2011,954.09,"22,828.17",,,,QUEENS,40.743117,-73.956074,402,26,4000128,4000320013,701,QN0201
FY2020,McInnis USA Inc.,Kevin  Sears,kevin.sears@cmcinnis.com,9022337480,50 Oak Point Ave,Bronx,NY,10474,Manufacturing,Cement Depot,ECSP,8,,,10/02/2019,"30,769.92","71,460.24",,,,BRONX,40.807928,-73.898924,202,17,2127123,2026040180,9302,BX0201
FY2020,"Mechoshade Systems, Inc.",Jan Breman,jan.berman@mechoshade.com,7187292020,42-03 35th Street,Long Island City,NY,11101,Commercial,Manufacturer of shades,ECSP,233,,,01/07/2012,"34,002.6","251,975.03",,,,QUEENS,40.74637,-73.929441,402,26,4003135,4002180013,17902,QN0202
FY2020,MEDITERRANEAN GYRO PRODUCTS,Sophie Maroulis,smaroulis@corfufoods.com,7187863399,11-14 38TH STREET,Queens,NY,11101,Manufacturing,mfg pita bread/whsl Greek specialty foods,ECSP,15,,,08/04/2014,"7,149.5","48,071.09",,,,,,,,,,,,
FY2020,MEDITERRANEAN GYRO PRODUCTS,Sophie Maroulis,smaroulis@corfufoods.com,7187863399,11-14 38TH STREET,Queens,NY,11101,Manufacturing,mfg pita bread/whsl Greek specialty foods,ECSP,14,,,11/01/2011,"8,716.98","88,403.53",,,,,,,,,,,,
FY2020,"Mesorah Publications, Ltd & Sefercraft, Inc",Rabbi Meir Zlotowitz,MEIR@MESORAH.COM,7189219000,4401 2nd Ave,Brooklyn,NY,11232,Manufacturing,"Publisher, bookbinder and printer",ECSP,108,,,03/18/2013,"9,369.06","80,895.39",,,,BROOKLYN,40.652366,-74.013511,307,38,3337169,3007360001,2,BK0702
FY2020,"Michael C. Fina Co, Inc",George Fina,gfina@mcfina.com,2125572500,33-01 HUNTERS POINT AVENUE,Queens,NY,11101,Manufacturing,PRINTER,ECSP,13,,,01/07/2016,698.25,"2,543.95",,,,QUEENS,40.738818,-73.932704,402,26,4003453,4002550001,19901,QN0202
FY2020,"MKJ Communications, Inc",Jennifer Herman,jherman@mkjcomm.com,2122060072,"850 Third Ave, Suite 407A",Brooklyn,NY,11232,Commercial,"Communications design, engineering and system installation",ECSP,18,,,04/12/2018,"1,347.27","3,922.81",,,,BROOKLYN,40.658518,-74.003327,307,38,3009889,3006710001,1802,BK0702
FY2020,"Modern Windor & Door, Inc.",Tommy Ly,modernwindows.linda@gmail.com,7188225556,1411-1429 Ferris Pl,Bronx,NY,10461,Manufacturing,Metal window & door frames,ECSP,17,,,08/01/2017,"11,049.18","39,719.02",,,,BRONX,40.83909,-73.841183,210,18,2027299,2038570027,96,BX1001
FY2020,"MONDIAL AUTOMOTIVE, INC.",Showky Kaldawy,showky.k@gomondial.com,7184611980,114-15 15TH AVE.,COLLEGE POINT,NY,11356,Manufacturing,"Alternators, carborators, and other automotive equipment",ECSP,26,,,10/01/2007,"1,394.78","360,459.55",,,,QUEENS,40.783961,-73.852722,407,19,4098137,4040670011,929,QN0701
FY2020,MONTEBELLO FOOD CORP,Sam Mangano,sam@montebellofoods.com,7183267210,133 Randolph St,BROOKLYN,NY,11237,Wholesale/Warehouse/Distribution,warehouse distribution of ethinic food,ECSP,18,,,05/05/2010,"1,248.65","218,077.49",,,,BROOKLYN,40.709254,-73.927176,301,34,3000000,3029760060,44902,BK0104
FY2020,Montefiore Medical Center,Jeffrey  Hogan,pjenning@montefiore.org,7189202451,111 EAST 210TH STREET,BRONX,NY,10467,Commercial,Research Facility,ECSP,70,,,07/01/2016,"143,273.55","545,160.45",,,,BRONX,40.879885,-73.880481,207,11,2096399,2033270001,421,BX0703
FY2020,Montefiore Medical Center,Jeffrey  Hogan,pjenning@montefiore.org,7189202451,111 EAST 210TH STREET,BRONX,NY,10467,Commercial,Research Facility,ECSP,399,,,06/02/2010,"498,728.81","7,876,903.11",,,,BRONX,40.879885,-73.880481,207,11,2096399,2033270001,421,BX0703
FY2020,Music Arhive Collection LLC Floor 2 and 3,Dawn Deleone,DawnDeleon@hotmail.com,6463161057,58-86 Grand Avenue,Maspeth,NY,11378,Wholesale/Warehouse/Distribution,Storage Facility,ECSP,1,,,08/15/2018,"6,102.79","8,660.95",,,,QUEENS,40.720275,-73.908942,405,30,4540084,4026810044,525,QN0501
FY2020,"MYT Works, Inc",Etienne Sauret,etienne@mytworks.com,2123373789,138 30th Street,Brooklyn,NY,11232,Manufacturing,Mfg & design camera support systems for the film industry,ECSP,5,,,01/11/2019,"3,436.76","9,083.2",,,,BROOKLYN,40.658304,-74.002004,307,38,3009895,3006720019,101,BK0702
FY2020,"National Acoustics, Inc.",William Jessop,bjessop@nationalacoustics.com,2126951252,13-06 43rd Avenue,Long Island City,NY,11101,Manufacturing,"Capentry, drywall Acoustics",ECSP,123,,,07/22/2015,"6,668.68","41,069.55",,,,QUEENS,40.750979,-73.946342,402,26,4436811,4004420005,1903,QN0201
FY2020,National Bias Binding Corp.,Jay Gagliano,jay@nationaltextile.net,7184394800,"140 58th Street, Bldg. A , Unit 2L",Brooklyn,NY,11220,Manufacturing,Mfg. of binding & termming,ECSP,10,,,03/06/2015,"1,144.88","9,237.08",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2020,National Leather and Shoe Findings Co.,Sherry Lieberman,slieberman@kaufmanshoe.com,2127771700,346 Lafayette St,Brooklyn,NY,11217,Wholesale/Warehouse/Distribution,Shoe leather and shoe repair supplies,ECSP,6,,,10/07/2009,"1,363.48","20,792.87",,,,,,,,,,,,
FY2020,"Natuzzi Bros Ice Co, Inc",John Natuzzi,john@natuzzibrosice.com,7184647521,121-60 Farmers Blvd.,Queens,NY,11413,Manufacturing,ice,ECSP,28,,,02/16/2011,"53,370.77","513,661.35",,,,QUEENS,40.684039,-73.760553,412,27,4269109,4124580025,366,QN1205
FY2020,Neighborhood Eigth Avenue LLC,Novak Vukasinovic,novak@jansproperty.com,2129322388,423-429 W 127th Street,New York,NY,10103,Commercial,Real Estate,ECSP,4,,,06/09/2011,"3,309.86","34,210.27",,,,MANHATTAN,40.812964,-73.953759,109,7,1084105,1019670060,21303,MN0902
FY2020,Neuman's Kitchen,Paul Neuman,p.neuman@neumanskitch.com,2122882444,35-02 48th Avenue,Long Island City,NY,11101,Manufacturing,Special events caterer,ECSP,104,,,06/07/2016,"26,192.15","116,149.86",,,,QUEENS,40.740573,-73.930443,402,26,4003400,4002370033,189,QN0202
FY2020,New Concepts of NY LLC,Robert Schwartz,r.schwartz@newconceptsllc.com,2126954999,313 West 37th Street,New York,NY,10018,Manufacturing,"manufacturer of leather belts, hat bands and accessories",ECSP,35,,,09/11/2014,"3,750.9","19,806.86",,,,MANHATTAN,40.754384,-73.992742,104,3,1013618,1007610022,111,MN0401
